Start date,End date,Country,Iso,Location,Magnitude,Disaster type,Disaster subtype,Total deaths,Disaster name,Disaster No.
/07/2003,/08/2003,Slovenia,SVN,"Gorenjska, Goriska, Jugovzodna Slovenija, Koroska, Notranjsko-kraska, Obalno-kraska, Osrednjeslovenska, Podravska, Pomurska, Savinjska, Spodnjeposavska, Zavaska provinces", ¡C,Extreme temperature ,Heat wave,289,,2003-0391
31/01/2014,02/02/2014,Slovenia,SVN,Notranjsko-kraska province, ¡C,Extreme temperature ,Severe winter conditions,1,,2014-0046
06/07/1996,06/07/1996,South Africa,ZAF,Kwazulu Natal,0 ¡C,Extreme temperature ,Cold wave,30,,1996-0363
21/05/2007,27/05/2007,South Africa,ZAF,"Gauteng, Eastern Cape provinces",0 ¡C,Extreme temperature ,Cold wave,22,,2007-0213
01/01/2016,10/01/2016,South Africa,ZAF,Ngaka Modiri Molema (North West province),45 ¡C,Extreme temperature ,Heat wave,11,,2016-0036
/01/1971,/01/1971,Spain,ESP,, ¡C,Extreme temperature ,Cold wave,400,,1971-0010
09/01/1985,09/01/1985,Spain,ESP,, ¡C,Extreme temperature ,Cold wave,40,,1985-0269
25/07/1995,25/07/1995,Spain,ESP,Andalusia,46.6 ¡C,Extreme temperature ,Heat wave,30,,1995-0157
22/04/1995,22/04/1995,Spain,ESP,Rioja, ¡C,Extreme temperature ,Cold wave,0,,1995-0353
01/08/2003,11/08/2003,Spain,ESP,Andaloucia province,40 ¡C,Extreme temperature ,Heat wave,15090,,2003-0391
26/07/2004,30/07/2004,Spain,ESP,"Andaluc’a, Castilla-La Mancha, Comunidad de Madrid, Comunitat Valenciana, Extremadura, Regi—n de Murcia provinces", ¡C,Extreme temperature ,Heat wave,26,,2004-0361
27/12/2005,/01/2006,Spain,ESP,"Arag—n, Catalu–a/Catalunya, Comunidad Foral de Navarra, Comunitat Valenciana, La Rioja, Pa’s Vasco/Euskadi, Regi—n de Murcia provinces", ¡C,Extreme temperature ,Severe winter conditions,9,,2005-0713
15/07/2006,04/08/2006,Spain,ESP,"Catalu–a/Catalunya, Comunitat Valenciana provinces",40 ¡C,Extreme temperature ,Heat wave,21,,2006-0383
13/08/2015,15/08/2015,Sudan (the),SDN,Wadi Halfa district (Northern province),47 ¡C,Extreme temperature ,Heat wave,16,,2015-0393
/12/2005,/12/2005,Sweden,SWE,"Blekinge Laen, Gotlands Laen, Hallands Laen, Joenkoepings Laen, Kalmar Laen, Kronobergs Laen, Oerebro Laen, Oestergoetlands Laen, Skaane Laen, Soedermanlands Laen, Stockholms Laen, Uppsala Laen, Vaermlands Laen, Vaestmanlands Laen, Vaestra Goetalands Laen provinces", ¡C,Extreme temperature ,Severe winter conditions,0,,2005-0713
13/12/2001,13/12/2001,Switzerland,CHE,"Jungfraujoch (Bern province), Zurich province",-30.7 ¡C,Extreme temperature ,Cold wave,0,,2001-0673
/07/2003,/07/2003,Switzerland,CHE,"Aargau, Appenzll Ausser-rhoden, Appenzell Inner-rhoden, Basel-landschaft, Basel-stadt, Bern, Friboug, Genève, Glaurus, GraubŸnden, Jura, Luzern, Neuch‰tel, Nidwalden, Obwalden, Sankt Gallen, Schaffhaussen, Schwyz, Solothurn, Thurgau, Ticino, Uri, Valais, Vaud, Zug, Zurich provinces", ¡C,Extreme temperature ,Heat wave,1039,,2003-0391
27/12/2005,30/12/2005,Switzerland,CHE,"Graubunden, Ticino, Valais provinces",-35 ¡C,Extreme temperature ,Severe winter conditions,0,,2005-0713
30/11/2010,01/12/2010,Switzerland,CHE,Geneve province, ¡C,Extreme temperature ,Cold wave,0,,2010-0615
07/02/2012,07/02/2012,Switzerland,CHE,"Graubunden, Neuchatel provinces",-35.1 ¡C,Extreme temperature ,Cold wave,0,,2012-0019
07/12/2012,31/12/2012,Switzerland,CHE,"Aargau, Appenzell Ausser-rhoden, Appenzell Inner-rhoden, Basel-landschaft, Basel-stadt, Bern, Fribourg, Geneve, Glarus, Graubunden, Jura, Luzern, Neuchatel, Nidwalden, Obwalden, Sankt Gallen, Schaffhausen, Schwyz, Solothurn, Thurgau, Ticino, Uri, Valais, Vaud, Zug, Zurich provinces", ¡C,Extreme temperature ,Cold wave,11,,2012-0485
20/01/2016,26/01/2016,Taiwan (Province of China),TWN,, ¡C,Extreme temperature ,Cold wave,85,,2016-0023
/01/2008,/02/2008,Tajikistan,TJK,Khatlon province,-15 ¡C,Extreme temperature ,Severe winter conditions,0,,2008-0050
/02/2012,/02/2012,Tajikistan,TJK,"Khatlon, Sogd, Tadzhikistan Territories provinces",-15 ¡C,Extreme temperature ,Severe winter conditions,1,,2012-0050
/01/2013,/02/2013,Tajikistan,TJK,"Alichur, Bulunkul, Karakul, Rangkul, Tokhtamish, Kuhnakurgan, Modiyon, Chechtube, Chichekdeh, Shaimok, Bashgunbez villages (Murgabskiy district, Badakhshoni Kuni province)",-55 ¡C,Extreme temperature ,Severe winter conditions,0,,2013-0027
/01/2014,/01/2014,Thailand,THA,"Loei, Tak, Nan, Chiang Mai, Nakhon Phanom, Nong Bua Lamphu provinces ",2 ¡C,Extreme temperature ,Cold wave,63,,2014-0089
20/01/2016,26/01/2016,Thailand,THA,, ¡C,Extreme temperature ,Cold wave,14,,2016-0023
/03/1987,/03/1987,Turkey,TUR,Istanbul, ¡C,Extreme temperature ,Cold wave,30,,1987-0382
14/02/1994,14/02/1994,Turkey,TUR,Eastern and North-East, ¡C,Extreme temperature ,Severe winter conditions,0,,1994-0027
/06/2000,/07/2000,Turkey,TUR,"Adana, Adiyaman, Afyon, Agri, Aksaray, Amasya, Ankara, Antalya, Ardahan, Artvin, Aydin, Balikesir, Bartin, Batman, Bayburt, Bilecik, Bingol, Bitlis, Bolu, Burdur, Bursa, Canakkale, Cankiri, Corum, Denizli, Diyarbakir, Edirne, Elazig, Erzincan, Erzurum, Eskisehir, Gaziantep, Giresun, Gumushane, Hakkari, Hatay, Icel, Igdir, Isparta, Istanbul, Izmir, K.maras, Karabuk, Karaman, Kars, Kastamonu, Kayseri, Kilis, Kirikkale, Kirklareli, Kirsehir, Kocaeli, Konya, Kutahya, Malatya, Manisa, Mardin, Mugla, Mus, Nevsehir, Nigde, Ordu, Osmaniye, Rize, Sakarya, Samsun, Sanliurfa, Siirt, Sinop, Sirnak, Sivas, Tekirdag, Tokat, Trabzon, Tunceli, Usak, Van, Yalova, Yozgat, Zonguldak provinces",46 ¡C,Extreme temperature ,Heat wave,11,,2000-0381
17/12/2001,17/12/2001,Turkey,TUR,"Uskudar, Bayrampasa distrcits (Istanbul province), Kirklareli, Cannakale provinces", ¡C,Extreme temperature ,Cold wave,29,,2001-0689
09/01/2004,10/01/2004,Turkey,TUR,"Aragpir city (Malatya province), Istanbul, Ankara, Kayseri, Izmir, Bursa, Erzurum provinces",-22 ¡C,Extreme temperature ,Cold wave,10,,2004-0010
26/12/2005,06/02/2006,Turkey,TUR,"Agri, Istanbul, Ankara provinces", ¡C,Extreme temperature ,Severe winter conditions,17,,2005-0713
/06/2007,/06/2007,Turkey,TUR,"Burdur, Sinop provinces",43 ¡C,Extreme temperature ,Heat wave,3,,2007-0235
01/05/2000,11/05/2000,Ukraine,UKR,"Cherkas'ka, Chernihivs'ka, Chernivets'ka, Dnipropetrovs'ka, Donets'ka, Ivano-rankivs'ka, Kharkivs'ka, Khersons'ka, Khmel'nyts'ka, Kirovohrads'ka, Krym, Kyyivs'ka, L'vivs'ka, Luhans'ka, Mykolayivs'ka, Odes'ka, Poltavs'ka, Rivnens'ka, Sums'ka, Ternopil's'ka, Vinnyts'ka, Volyns'ka, Zakarpats'ka, Zaporiz'ka, Zhytomyrs'ka provinces", ¡C,Extreme temperature ,Cold wave,0,,2000-0337
16/01/2006,06/02/2006,Ukraine,UKR,"Cherkas'ka, Chernihivs'ka, Chernivets'ka, Dnipropetrovs'ka, Donets'ka, Ivano-rankivs'ka, Kharkivs'ka, Khersons'ka, Khmel'nyts'ka, Kirovohrads'ka, Krym, Kyyivs'ka, L'vivs'ka, Luhans'ka, Mykolayivs'ka, Odes'ka, Poltavs'ka, Rivnens'ka, Sums'ka, Ternopil's'ka, Vinnyts'ka, Volyns'ka, Zakarpats'ka, Zaporiz'ka, Zhytomyrs'ka provinces",-30 ¡C,Extreme temperature ,Severe winter conditions,801,,2005-0713
/01/2009,/01/2009,Ukraine,UKR,Khersons'ka province,-19 ¡C,Extreme temperature ,Cold wave,5,,2008-0633
21/12/2009,21/12/2009,Ukraine,UKR,"Dones'tka, Krym provinces",-15 ¡C,Extreme temperature ,Cold wave,27,,2009-0571
27/01/2012,/02/2012,Ukraine,UKR,"Luhans'ka, Kyyivs'ka provinces",-30 ¡C,Extreme temperature ,Cold wave,112,,2012-0019
07/12/2012,31/12/2012,Ukraine,UKR,"Cherkas'ka, Chernihivs'ka, Chernivets'ka, Dnipropetrovs'ka, Donets'ka, Ivano-rankivs'ka, Kharkivs'ka, Khersons'ka, Khmel'nyts'ka, Kirovohrads'ka, Krym, Kyyivs'ka, L'vivs'ka, Luhans'ka, Mykolayivs'ka, Odes'ka, Poltavs'ka, Rivnens'ka, Sums'ka, Ternopil's'ka, Vinnyts'ka, Volyns'ka, Zakarpats'ka, Zaporiz'ka, Zhytomyrs'ka provinces", ¡C,Extreme temperature ,Cold wave,83,,2012-0485
01/01/2016,12/01/2016,Ukraine,UKR,, ¡C,Extreme temperature ,Cold wave,37,,2016-0001
/01/2017,13/01/2017,Ukraine,UKR,, ¡C,Extreme temperature ,Severe winter conditions,37,CW-2017-000005/000007,2017-0010
14/02/1991,14/02/1991,United Kingdom of Great Britain and Northern Irela,GBR,, ¡C,Extreme temperature ,Cold wave,0,,1991-0483
04/12/1997,04/12/1997,United Kingdom of Great Britain and Northern Irela,GBR,, ¡C,Extreme temperature ,Cold wave,14,,1997-0004
/07/2003,/07/2003,United Kingdom of Great Britain and Northern Irela,GBR,"England, Wales provinces", ¡C,Extreme temperature ,Heat wave,301,,2003-0391
25/11/2005,27/11/2005,United Kingdom of Great Britain and Northern Irela,GBR,"Avon, Bedfordshire, Berkshire, Buckinghamshire, Cambridgeshire, Cornwall, Devonshire, Dorsetshire, East Sussex, Essex, Gloucestershire, Greater London, Hampshire, Hertfordshire, Isle of Wight, Kent, Norfolkshire, Northamptonshire, Oxfordshire, Somersetshire, Suffolk, Surrey, West Sussex, Wiltshire districts (England province)", ¡C,Extreme temperature ,Cold wave,0,,2005-0655
27/12/2005,30/12/2005,United Kingdom of Great Britain and Northern Irela,GBR,"Cleveland, Durham, Northumberland, Tyne and Wear, West Midlands districts (England province), Scotland province",-11 ¡C,Extreme temperature ,Severe winter conditions,1,,2005-0713
19/12/2009,23/12/2009,United Kingdom of Great Britain and Northern Irela,GBR,"Penzance area (Cornwall district, England province), Cumbria, Greater London, Greater Manchest, Kent districts (England province), Strathclyde, Lothian, Grampian districts (Scotland province)", ¡C,Extreme temperature ,Cold wave,3,,2009-0571
28/11/2010,01/12/2010,United Kingdom of Great Britain and Northern Irela,GBR,Highland district (Scotland province), ¡C,Extreme temperature ,Cold wave,0,,2010-0615
/07/2013,/07/2013,United Kingdom of Great Britain and Northern Irela,GBR,"England, Wales provinces",40 ¡C,Extreme temperature ,Heat wave,760,,2013-0549
/07/1936,/07/1936,United States of America (the),USA,Illinois, ¡C,Extreme temperature ,Heat wave,1193,,1936-0005
/01/1951,/01/1951,United States of America (the),USA,Tennessee, ¡C,Extreme temperature ,Cold wave,25,,1951-0003
/08/1951,/08/1951,United States of America (the),USA,, ¡C,Extreme temperature ,Heat wave,44,,1951-0037
30/08/1955,07/09/1955,United States of America (the),USA,Los Angeles, ¡C,Extreme temperature ,Heat wave,107,,1955-0046
//1958,//1958,United States of America (the),USA,East, ¡C,Extreme temperature ,Cold wave,0,,1958-0002
/01/1963,/01/1963,United States of America (the),USA,, ¡C,Extreme temperature ,Cold wave,150,,1963-0061
/07/1966,/07/1966,United States of America (the),USA,Illinois state, ¡C,Extreme temperature ,Heat wave,80,,1966-0055
09/07/1966,09/07/1966,United States of America (the),USA,"St Louis, Missouri", ¡C,Extreme temperature ,Heat wave,182,,1966-0056
22/07/1972,22/07/1972,United States of America (the),USA,New York, ¡C,Extreme temperature ,Heat wave,10,,1972-0045
31/08/1973,31/08/1973,United States of America (the),USA,New York, ¡C,Extreme temperature ,Heat wave,22,,1973-0036
//1977,//1977,United States of America (the),USA,East, ¡C,Extreme temperature ,Cold wave,0,,1977-0031
/06/1980,/09/1980,United States of America (the),USA,"Kansas City, Missouri, St Louis, Missouri, Memphis, Tennessee", ¡C,Extreme temperature ,Heat wave,1260,,1980-0063
/07/1983,/07/1983,United States of America (the),USA,, ¡C,Extreme temperature ,Heat wave,188,,1983-0503
/07/1986,/08/1986,United States of America (the),USA,"Carolina, Alabama, Georgia, Virginia, Maryland", ¡C,Extreme temperature ,Heat wave,48,,1986-0249
/07/1987,/07/1987,United States of America (the),USA,, ¡C,Extreme temperature ,Heat wave,80,,1987-0329
21/12/1989,21/12/1989,United States of America (the),USA,, ¡C,Extreme temperature ,Cold wave,84,,1989-0467
20/12/1990,20/12/1990,United States of America (the),USA,"Washington, Ohio, Illinois, Indiana",-30 ¡C,Extreme temperature ,Cold wave,0,,1990-0254
25/06/1990,25/06/1990,United States of America (the),USA,"Californie, Arizona, Colorado", ¡C,Extreme temperature ,Heat wave,11,,1990-0373
/06/1993,/06/1993,United States of America (the),USA,Boston (Washigton), ¡C,Extreme temperature ,Heat wave,48,,1993-0432
14/07/1995,14/07/1995,United States of America (the),USA,"Missouri, Oklahoma, Ilinois, Wisconsin, Iowa, New-York, Chicago, Washington (Dc)", ¡C,Extreme temperature ,Heat wave,670,,1995-0150
09/12/1995,09/12/1995,United States of America (the),USA,"Atlanta, Detroit, Philadelphia, Chicago, Milwaukee", ¡C,Extreme temperature ,Cold wave,40,,1995-0288
01/05/1998,20/07/1998,United States of America (the),USA,"Arizona, Florida, Colorado, Texas, Oklahoma, LA",38 ¡C,Extreme temperature ,Heat wave,130,,1998-0212
/07/1999,/08/1999,United States of America (the),USA,"Illinois, Missouri, Wisconsin, Ohio, Sth.Carolina, Ohlahoma, Kentucky, Indiana, Tennessee, Nth.Carolina, Kansas, Georgia, Arkansas, Maryland, Nebraska, N-York, Pennsylvania, Louisiana, Michigan, Minnesota, Alabama",40 ¡C,Extreme temperature ,Heat wave,257,,1999-0246
/07/2000,/07/2000,United States of America (the),USA,"Texas, Louisiana, Alabama provinces",38 ¡C,Extreme temperature ,Heat wave,35,,2000-0433
/08/2001,/08/2001,United States of America (the),USA,"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin provinces", ¡C,Extreme temperature ,Heat wave,56,,2001-0770
/06/2002,/06/2002,United States of America (the),USA,Arizona province, ¡C,Extreme temperature ,Heat wave,14,,2002-0355
09/01/2004,12/01/2004,United States of America (the),USA,"Connecticut, Delaware, Maryland, Maine, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, Vermont provinces", ¡C,Extreme temperature ,Cold wave,3,,2004-0740
04/07/2005,30/07/2005,United States of America (the),USA,"Arizona, Nevada, Oklahoma, Utah, Missouri, Kentucky, Ohio, Mississippi provinces",47 ¡C,Extreme temperature ,Heat wave,33,,2005-0687
14/07/2006,15/08/2006,United States of America (the),USA,"Modesto city (Stanislaus district, California province)",50 ¡C,Extreme temperature ,Heat wave,164,,2006-0387
30/07/2006,06/08/2006,United States of America (the),USA,New York province,44 ¡C,Extreme temperature ,Heat wave,24,,2006-0427
11/12/2008,14/12/2008,United States of America (the),USA,"Maine, Massachusetts, New Hampshire, New York, Vermont provinces", ¡C,Extreme temperature ,Severe winter conditions,0,,2008-0563
26/01/2009,28/01/2009,United States of America (the),USA,"Texas, Pennsylvania, Oklahoma, Kentucky, Missouri, Arkansas, District of Columbia provinces", ¡C,Extreme temperature ,Cold wave,58,,2009-0056
19/07/2011,22/07/2011,United States of America (the),USA,"New York, Washington, Texas, Ohio, Maine, Iowa, Illinois, Minnesota, Nebraska, Wisconsin, South Dakota provinces",50 ¡C,Extreme temperature ,Heat wave,22,,2011-0264
30/06/2012,19/07/2012,United States of America (the),USA,"District of Columbia, Iowa, Virginia, North Carolina provinces",40 ¡C,Extreme temperature ,Heat wave,123,,2012-0214
19/12/2013,22/12/2013,United States of America (the),USA,"Michigan, Ohio, New York, Vermont, Maine, Kansas, Iowa, Texas, Wisconsin, Illinois, Minnesota, Arkansas, Louisiana, Mississippi, Kentucky provinces", ¡C,Extreme temperature ,Severe winter conditions,19,,2013-0528
05/01/2014,08/01/2014,United States of America (the),USA,"New York, Minnesota, Georgia, Maryland, Alaska, Alabama, Mississippi, Louisiana, North Carolina, South Carolina, Ohio, Indiana, Illinois, Pennsylvania, Michigan, New Jersey, Virginia, Kentucky, Missouri provinces",-37 ¡C,Extreme temperature ,Cold wave,21,,2014-0009
/07/2000,/07/2000,Uruguay,URY,"Paysandu, Maldonado provinces",-7.5 ¡C,Extreme temperature ,Cold wave,7,,2000-0422
/07/2004,/07/2004,Uruguay,URY,Montevideo province, ¡C,Extreme temperature ,Cold wave,0,,2004-0331
/07/2007,/07/2007,Uruguay,URY,"Canelones, Colonia, Flores, Florida, Lavalleja, Maldonado, Montevideo, Rocha, San Jose, Soriano provinces",0 ¡C,Extreme temperature ,Severe winter conditions,0,,2007-0263
/07/2010,/07/2010,Uruguay,URY,"Artigas, Canelones, Cerro Largo, Colonia, Durazno, Flores, Florida, Lavalleja, Maldonado, Montevideo, Paysandu, Rio Negro, Rivera, Rocha, Salto, San Jose, Soriano, Tacuarembo, Treinta Y Tres provinces", ¡C,Extreme temperature ,Cold wave,4,,2010-0294
11/07/1988,11/07/1988,Yugoslavia,YUG,Belgrade (Serbia), ¡C,Extreme temperature ,Heat wave,38,,1988-0308
,,,,,,,,,,
,,,,,,,,,,
"Created on: August 02, 2017",,,,,,,,,,
"Source: EM-DAT: The Emergency Events Database - Universite catholique de Louvain (UCL) - CRED, D. Guha-Sapir - www.emdat.be, Brussels, Belgium",,,,,,,,,,
